model_source,equipment,true_label,P_fault,W_severity,W_detection,risk_score,risk_tier
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.905,40.725,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,Normal,0.0,0.45,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.98,98.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.91,50.050000000000004,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.8625,86.25,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.915,91.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.7075,70.75,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9775,43.987500000000004,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.9325,51.28750000000001,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.98,44.1,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.7625,34.3125,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9924999999999999,34.73749999999999,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.8925000000000001,31.2375,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.53,18.55,Low
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.61,21.349999999999998,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.9575,33.5125,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.8825000000000001,39.712500000000006,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.97,33.949999999999996,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,0.995,0.35,0.7725,26.902312499999997,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.8875,48.8125,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.985,34.475,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.8925000000000001,31.2375,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.985,98.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9524999999999999,42.8625,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.9375,93.75,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.9824999999999999,98.25,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.77,34.650000000000006,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.99,44.55,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.94,32.9,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.8300000000000001,29.049999999999997,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.8125,81.25,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.5175,23.2875,Low
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.5725,25.7625,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.75,75.0,High
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.8625,38.81250000000001,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9824999999999999,34.387499999999996,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.99,44.55,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9924999999999999,99.25,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.955,33.425,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.99,34.65,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.7975,35.8875,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.9875,54.31250000000001,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,Normal,0.0,0.35,1.0,0.0,Low
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9924999999999999,34.73749999999999,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.605,33.275,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.97,43.65,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9575,95.75,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.9275,92.75,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.985,44.324999999999996,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.8674999999999999,39.037499999999994,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.915,91.5,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.8425,84.25,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.965,43.425,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.9875,54.31250000000001,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.8775,48.2625,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.9875,44.4375,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.885,39.825,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.54,18.9,Low
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.64,22.4,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.975,43.875,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9824999999999999,98.25,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9775,43.987500000000004,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.62,62.0,High
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9624999999999999,33.68749999999999,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.99,34.65,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.995,44.775,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.92,50.60000000000001,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.8725,47.987500000000004,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,0.99,0.35,0.8525,29.539125,Low
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9125000000000001,91.25000000000001,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,Normal,0.0,0.45,1.0,0.0,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.6,33.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.99,34.65,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.8674999999999999,47.712500000000006,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.9424999999999999,51.837500000000006,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.9875,44.4375,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.73,40.150000000000006,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.935,93.5,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.89,31.15,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.985,98.5,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.8325,83.25,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.91,31.85,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.7775000000000001,34.987500000000004,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.5675,31.212500000000006,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.8125,36.5625,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.78,35.1,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.71,31.95,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,Normal,0.0,0.35,1.0,0.0,Low
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.98,34.3,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.935,51.42500000000001,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.6900000000000001,69.0,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.9375,51.5625,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.9775,97.75,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.92,32.2,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9,31.5,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.8425,29.4875,Low
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.985,34.475,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.81,36.45,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.955,95.5,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.875,87.5,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.96,96.0,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.8425,37.9125,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.98,44.1,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.9824999999999999,98.25,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9875,34.5625,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.68,37.400000000000006,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.98,34.3,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9475,94.75,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.8,36.00000000000001,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.965,43.425,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.9924999999999999,44.6625,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.9275,92.75,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,0.995,0.55,0.9225000000000001,50.4838125,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.7625,26.687499999999996,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.9775,53.7625,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.99,34.65,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9775,97.75,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.96,43.2,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.8025,36.112500000000004,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.9824999999999999,44.2125,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,Normal,0.0,0.35,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.8725,87.25,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.955,95.5,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9125000000000001,91.25000000000001,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9724999999999999,97.24999999999999,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.8500000000000001,29.75,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,Normal,0.135,0.35,0.8775,4.1461875,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,IR,1.0,0.55,0.9824999999999999,54.03750000000001,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.985,44.324999999999996,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.9524999999999999,33.33749999999999,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.715,71.5,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.89,89.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.9824999999999999,98.25,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.8975,31.412499999999998,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,IR,1.0,0.45,0.9875,44.4375,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.9,31.5,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,Normal,0.0,0.35,1.0,0.0,Low
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.905,31.674999999999997,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.9524999999999999,95.24999999999999,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.8775,30.7125,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.965,96.5,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.9724999999999999,43.762499999999996,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.8,27.999999999999996,Low
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.955,33.425,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.9575,95.75,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,1.0,35.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.9624999999999999,33.68749999999999,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,B,1.0,0.35,0.99,34.65,Medium
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.8374999999999999,29.312499999999996,Low
CWRU (bearing proxy),Classifier / Separator Drive Bearing,B,1.0,0.55,0.5,27.500000000000004,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.88,88.0,Critical
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,Normal,0.0050000000000000044,1.0,0.995,0.49750000000000044,Low
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,0.865,86.5,Critical
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.7324999999999999,32.9625,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,Normal,0.0,0.45,1.0,0.0,Low
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.89,40.050000000000004,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.87,39.15,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,0.95,42.75,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,OR,1.0,0.45,0.755,33.975,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,IR,1.0,0.35,0.9475,33.1625,Medium
CWRU (bearing proxy),Classifier / Separator Drive Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Seal Air Fan Bearing,OR,1.0,0.35,0.995,34.825,Medium
CWRU (bearing proxy),Rotary Feeder Bearing,B,1.0,0.45,1.0,45.0,Medium
CWRU (bearing proxy),Main / Grinding Roller Bearing,B,1.0,1.0,0.5825,58.25,High
CWRU (bearing proxy),Main / Grinding Roller Bearing,IR,1.0,1.0,0.9424999999999999,94.24999999999999,Critical
