model_source,equipment,true_label,P_fault,W_severity,W_detection,risk_score,risk_tier
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.77,77.0,High
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.8075,40.375,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.75,75.0,High
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.885,88.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.97,29.099999999999998,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9924999999999999,29.774999999999995,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.945,94.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.98,24.5,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9425,94.25,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.985,24.625,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.9,45.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.925,92.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9524999999999999,47.62499999999999,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.8325,24.975,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.97,48.5,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.8674999999999999,21.6875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.98,98.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.96,96.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.88,22.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.85,21.25,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.895,44.75,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9875,29.625,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9875,98.75,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.895,26.85,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9875,49.375,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.845,25.35,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.8025,40.125,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.8300000000000001,83.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.97,48.5,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.915,22.875,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9424999999999999,94.24999999999999,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.98,98.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.9824999999999999,24.5625,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.965,48.25,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.93,93.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.8025,20.0625,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.9924999999999999,99.25,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.57,28.499999999999996,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.99,29.7,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.985,29.549999999999997,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9875,29.625,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9875,29.625,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.78,23.4,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9624999999999999,96.24999999999999,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.935,23.375,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.97,48.5,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.975,29.25,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.9575,47.875,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.9,90.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.925,27.750000000000004,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9675,96.75,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.97,48.5,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.965,48.25,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.925,27.750000000000004,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.9624999999999999,96.24999999999999,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9775,48.875,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.8,24.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9924999999999999,29.774999999999995,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.6825,68.25,High
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9824999999999999,24.5625,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.815,81.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9025000000000001,90.25000000000001,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.91,91.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.99,29.7,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,Normal,0.0,0.25,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9575,95.75,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.895,26.85,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.9924999999999999,29.774999999999995,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.555,27.750000000000004,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.89,26.700000000000003,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.975,97.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.5700000000000001,14.250000000000002,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.915,22.875,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.89,22.25,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9450000000000001,47.25,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.645,16.125,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.99,29.7,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.97,29.099999999999998,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.7275,36.375,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.835,41.75,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9175,27.525,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.96,48.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.815,20.375,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.945,94.5,Critical
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.9524999999999999,28.574999999999996,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.96,48.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.98,29.4,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.8474999999999999,84.74999999999999,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.515,15.45,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.9275,23.1875,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.92,23.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.7849999999999999,39.24999999999999,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.895,89.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.74,37.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9724999999999999,48.62499999999999,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9924999999999999,49.625,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.84,84.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.8725,21.8125,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.88,44.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.845,21.125,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.955,23.875,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.7325,18.3125,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.895,26.85,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.97,24.25,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.8725,26.174999999999997,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.94,23.5,Low
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.9775,24.4375,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.9924999999999999,24.8125,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9125,45.625,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9624999999999999,28.874999999999996,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.6725,33.625,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.945,23.625,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.97,24.25,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.8400000000000001,42.00000000000001,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9575,95.75,Critical
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.95,95.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.8325,24.975,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.96,24.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.9624999999999999,24.062499999999996,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.725,72.5,High
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.7875000000000001,78.75000000000001,High
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.825,82.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.565,14.124999999999998,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.6975,20.925,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.975,29.25,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.91,45.5,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.78,23.4,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.845,42.25,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.7725,23.174999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.975,97.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9375,46.875,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.8525,85.25,Critical
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9724999999999999,29.174999999999997,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.95,23.75,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.7775,77.75,High
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.985,24.625,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9724999999999999,29.174999999999997,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.965,96.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.945,28.349999999999998,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9575,95.75,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.92,92.0,Critical
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,Normal,0.0,0.25,1.0,0.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.905,22.625,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9875,24.6875,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.96,28.799999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.92,27.6,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.93,23.25,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.6224999999999999,31.124999999999996,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9724999999999999,29.174999999999997,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9425,47.125,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.7,21.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9624999999999999,96.24999999999999,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.96,96.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
