true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,B,1.0,Grinding Table / Rollers (VRM),0.8,0.57,45.599999999999994,Medium
OR,OR,1.0,Separator Bearing,0.3,0.99,29.7,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.985,24.625,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9875,24.6875,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.975,53.625,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.9875,29.625,Low
OR,OR,1.0,Separator Bearing,0.3,0.78,23.4,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.975,48.75,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9624999999999999,96.24999999999999,Critical
B,B,1.0,Mill Shell Liners,0.55,0.935,51.42500000000001,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.97,53.349999999999994,Medium
B,B,1.0,Separator Bearing,0.3,0.975,29.25,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.9575,76.6,High
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9,90.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.925,27.750000000000004,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9675,96.75,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.97,53.349999999999994,Medium
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.965,53.075,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.925,23.125,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9624999999999999,91.43749999999999,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9775,78.2,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8,20.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9924999999999999,24.8125,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.6825,68.25,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9824999999999999,49.125,Medium
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.815,77.42499999999998,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9025000000000001,85.7375,Critical
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.91,86.44999999999999,Critical
IR,IR,1.0,Mill Shell Liners,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.99,29.7,Low
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9575,95.75,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Separator Bearing,0.3,0.895,26.85,Low
B,B,1.0,Separator Bearing,0.3,0.9924999999999999,29.774999999999995,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.975,48.75,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,B,1.0,Grinding Table / Rollers (VRM),0.8,0.555,44.400000000000006,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Separator Bearing,0.3,0.89,26.700000000000003,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.99,49.5,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.975,97.5,Critical
IR,IR,1.0,Separator Bearing,0.3,0.5700000000000001,17.1,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.985,78.8,High
OR,OR,1.0,Separator Bearing,0.3,0.915,27.450000000000003,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.89,48.95,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9450000000000001,75.60000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Mill Shell Liners,0.55,0.645,35.47500000000001,Medium
IR,IR,1.0,Separator Bearing,0.3,0.99,29.7,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
B,B,1.0,Separator Bearing,0.3,0.97,29.099999999999998,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.7275,58.20000000000001,High
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,0.835,45.925,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9175,22.9375,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.96,76.8,High
B,B,1.0,Main Drive Motor Bearing,0.5,0.815,40.75,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.945,94.5,Critical
B,B,1.0,Separator Bearing,0.3,0.9524999999999999,28.574999999999996,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.96,76.8,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Separator Bearing,0.3,0.98,29.4,Low
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.8474999999999999,84.74999999999999,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.515,12.875,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.9275,46.375,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.92,46.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.7849999999999999,62.8,High
Normal,Normal,0.0,Girth Gear / Pinion / Gearbox,0.95,1.0,0.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.895,89.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.74,59.199999999999996,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.9724999999999999,53.4875,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9924999999999999,79.4,High
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.84,84.0,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.8725,43.625,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.88,83.6,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.845,42.25,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.99,54.449999999999996,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.955,47.75,Medium
OR,B,1.0,Main Drive Motor Bearing,0.5,0.7325,36.625,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.895,22.375,Low
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.97,48.5,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Separator Bearing,0.3,0.8725,26.174999999999997,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.94,47.0,Medium
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
B,B,1.0,Mill Shell Liners,0.55,0.9775,53.7625,Medium
IR,IR,1.0,Separator Bearing,0.3,0.9924999999999999,29.774999999999995,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9125,86.6875,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.9624999999999999,28.874999999999996,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.6725,36.987500000000004,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Mill Shell Liners,0.55,0.945,51.975,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.97,48.5,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.8400000000000001,67.20000000000002,High
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9575,95.75,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.95,90.25,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Separator Bearing,0.3,0.8325,24.975,Low
OR,OR,1.0,Separator Bearing,0.3,0.96,28.799999999999997,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.9624999999999999,48.12499999999999,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.725,72.5,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.7875000000000001,78.75000000000001,High
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.825,82.5,Critical
B,B,1.0,Mill Shell Liners,0.55,0.565,31.074999999999996,Medium
IR,IR,1.0,Separator Bearing,0.3,0.6975,20.925,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.975,24.375,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.91,50.050000000000004,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.78,19.5,Low
B,B,1.0,Mill Shell Liners,0.55,0.985,54.175000000000004,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.845,67.60000000000001,High
B,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.7725,19.3125,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.975,92.62499999999999,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9375,75.0,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.8525,85.25,Critical
IR,IR,1.0,Separator Bearing,0.3,0.9724999999999999,29.174999999999997,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.95,47.5,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.7775,77.75,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Mill Shell Liners,0.55,0.985,54.175000000000004,Medium
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Separator Bearing,0.3,0.9724999999999999,29.174999999999997,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.965,96.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.945,23.625,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9575,95.75,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.92,92.0,Critical
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.905,45.25,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9875,49.375,Medium
B,B,1.0,Separator Bearing,0.3,0.96,28.799999999999997,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.92,23.0,Low
IR,IR,1.0,Separator Bearing,0.3,0.93,27.900000000000002,Low
OR,OR,1.0,Separator Bearing,0.3,0.99,29.7,Low
B,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.6224999999999999,49.8,Medium
IR,IR,1.0,Separator Bearing,0.3,0.9724999999999999,29.174999999999997,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9425,75.4,High
Normal,Normal,0.0,Trunnion Bearing (Ball Mill),1.0,1.0,0.0,Low
OR,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.7,17.5,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9624999999999999,91.43749999999999,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.96,96.0,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.6675,16.6875,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
Normal,Normal,0.0,Girth Gear / Pinion / Gearbox,0.95,1.0,0.0,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.915,45.75,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.975,53.625,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.875,87.5,Critical
OR,OR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.965,48.25,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.99,24.75,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.68,34.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.86,81.69999999999999,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Separator Bearing,0.3,0.89,26.700000000000003,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Separator Bearing,0.3,0.9775,29.325000000000003,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8125,20.3125,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.8725,43.625,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
Normal,Normal,0.0,Grinding Table / Rollers (VRM),0.8,1.0,0.0,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.8374999999999999,79.56249999999999,High
OR,OR,1.0,Mill Shell Liners,0.55,0.9875,54.31250000000001,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9025,22.5625,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.8775,43.875,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.955,47.75,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.935,74.80000000000001,High
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
Normal,Normal,0.0,Separator Bearing,0.3,1.0,0.0,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.885,70.80000000000001,High
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Mill Shell Liners,0.55,0.9624999999999999,52.93750000000001,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.76,38.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.835,66.8,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.885,70.80000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.985,98.5,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.96,96.0,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.97,48.5,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.955,95.5,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.865,69.2,High
IR,IR,1.0,Mill Shell Liners,0.55,0.76,41.800000000000004,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9075,86.21249999999999,Critical
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.955,76.4,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.975,97.5,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9824999999999999,78.60000000000001,High
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9924999999999999,99.25,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.965,48.25,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.68,17.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.885,70.80000000000001,High
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Separator Bearing,0.3,0.9425,28.275,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.64,35.2,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.725,39.875,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.96,91.19999999999999,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8274999999999999,20.687499999999996,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
B,B,1.0,Mill Shell Liners,0.55,0.9724999999999999,53.4875,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.8825000000000001,70.60000000000001,High
IR,IR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9724999999999999,92.38749999999999,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.95,95.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.875,70.0,High
IR,IR,1.0,Separator Bearing,0.3,0.97,29.099999999999998,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.89,71.2,High
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9924999999999999,79.4,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9775,92.8625,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9724999999999999,24.312499999999996,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9924999999999999,94.2875,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.96,96.0,Critical
B,B,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Separator Bearing,0.3,0.8674999999999999,26.025,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.965,48.25,Medium
B,B,1.0,Separator Bearing,0.3,0.8125,24.375,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
IR,IR,1.0,Mill Shell Liners,0.55,0.9450000000000001,51.975,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
