model_source,equipment,true_label,P_fault,W_severity,W_detection,risk_score,risk_tier
CWRU (bearing proxy),Separator / Classifier Drive Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.6,33.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.8674999999999999,73.73749999999998,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.9424999999999999,51.837500000000006,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.9875,54.31250000000001,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.73,62.05,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.87,73.94999999999999,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.935,79.47500000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.89,44.5,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.985,83.725,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.8325,70.76249999999999,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.91,45.5,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.7775000000000001,42.76250000000001,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.5675,31.212500000000006,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.8125,40.625,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.995,84.575,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.78,39.0,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.995,84.575,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.71,39.050000000000004,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.935,51.42500000000001,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.6900000000000001,58.650000000000006,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.9375,51.5625,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9775,83.0875,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.92,46.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.9,45.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.8425,42.125,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.81,44.550000000000004,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.955,81.175,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.875,74.375,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.96,81.6,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.8425,42.125,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.98,53.900000000000006,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9824999999999999,83.51249999999999,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.9875,49.375,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.68,37.400000000000006,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9475,80.5375,Critical
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.8,44.00000000000001,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.965,48.25,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.9924999999999999,54.5875,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.9275,78.83749999999999,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,0.995,0.55,0.9225000000000001,50.4838125,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.7625,38.125,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9775,83.0875,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9775,83.0875,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.96,52.800000000000004,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.995,84.575,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.8025,44.1375,Medium
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.9824999999999999,49.125,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.8725,74.1625,High
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.955,81.175,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9125000000000001,77.5625,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9724999999999999,82.6625,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.8500000000000001,42.50000000000001,Medium
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,Normal,0.135,0.5,0.8775,5.923125,Low
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9824999999999999,83.51249999999999,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.985,54.175000000000004,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.9524999999999999,47.62499999999999,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.715,60.775,High
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.89,75.64999999999999,High
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9824999999999999,83.51249999999999,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.8975,44.875,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.9875,54.31250000000001,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.9,45.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.905,45.25,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.9524999999999999,80.96249999999999,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.8775,43.875,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.965,82.02499999999999,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.995,84.575,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.9724999999999999,48.62499999999999,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.8,40.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.955,47.75,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9575,81.3875,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.9624999999999999,48.12499999999999,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.8374999999999999,41.87499999999999,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.5,27.500000000000004,Low
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.88,74.8,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,Normal,0.0050000000000000044,0.85,0.995,0.42287500000000033,Low
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.865,73.52499999999999,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.7324999999999999,36.625,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.89,48.95,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.87,43.5,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.95,52.25,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.755,41.525000000000006,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.9475,47.375,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.5825,49.512499999999996,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9424999999999999,80.11249999999998,Critical
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9824999999999999,83.51249999999999,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.8574999999999999,72.88749999999999,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.8425,42.125,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.9175,50.4625,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.975,48.75,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.935,51.42500000000001,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9875,83.9375,Critical
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9924999999999999,84.3625,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.98,83.3,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.94,47.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.905,49.775000000000006,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.74,62.9,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.5974999999999999,29.874999999999996,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.9424999999999999,47.12499999999999,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.99,54.449999999999996,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.77,38.5,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Main Table Bearing,Normal,0.0,0.85,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.97,53.349999999999994,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.74,40.7,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.8725,47.987500000000004,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.825,45.375,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.96,52.800000000000004,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.93,51.150000000000006,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.99,84.15,Critical
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9325,79.2625,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.91,45.5,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.995,84.575,Critical
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.9924999999999999,84.3625,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.76,41.800000000000004,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.9875,54.31250000000001,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,0.9125000000000001,45.62500000000001,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.9424999999999999,51.837500000000006,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,0.7050000000000001,35.25,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.975,82.875,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.925,50.875,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.7725,42.4875,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Separator / Classifier Drive Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.9325,79.2625,High
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,0.975,82.875,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.7825,43.0375,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.95,52.25,Medium
CWRU (bearing proxy),Main Table Bearing,IR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.79,67.15,High
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,0.9724999999999999,82.6625,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.9675,53.212500000000006,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.7775000000000001,42.76250000000001,Medium
CWRU (bearing proxy),Separator / Classifier Drive Bearing,B,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,0.82,45.1,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.87,47.85,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.98,53.900000000000006,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.995,54.725,Medium
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.8425,71.6125,High
CWRU (bearing proxy),Main Table Bearing,B,1.0,0.85,0.905,76.925,High
CWRU (bearing proxy),Separator / Classifier Drive Bearing,IR,1.0,0.5,0.9775,48.875,Medium
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,Normal,0.0,0.55,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,0.975,53.625,Medium
CWRU (bearing proxy),Main Table Bearing,OR,1.0,0.85,1.0,85.0,Critical
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,IR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,OR,1.0,0.55,1.0,55.00000000000001,High
CWRU (bearing proxy),Mill Fan (Hot Gas Draft Fan) Bearing,B,1.0,0.55,0.99,54.449999999999996,Medium
