true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,OR,1.0,Countershaft Bearing,0.55,0.9125000000000001,50.18750000000001,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9424999999999999,75.4,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.7050000000000001,38.77500000000001,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.925,60.12500000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.7725,50.212500000000006,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9325,93.25,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.975,78.0,High
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7825,62.6,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.95,76.0,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.79,79.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9724999999999999,97.24999999999999,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.9675,62.88750000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.7775000000000001,50.5375,Medium
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.82,53.300000000000004,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.87,56.55,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
B,B,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8425,67.4,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.905,90.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.9775,53.7625,Medium
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
IR,IR,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9624999999999999,52.93750000000001,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.7375,47.93750000000001,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9475,52.112500000000004,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9924999999999999,99.25,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.87,47.85,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.87,56.55,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.77,77.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8075,64.60000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.75,75.0,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.885,88.5,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.9924999999999999,54.5875,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.945,94.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9425,94.25,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9,72.00000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.925,92.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9524999999999999,76.2,High
IR,IR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.8325,45.7875,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.8674999999999999,56.3875,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.96,96.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.88,57.2,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,B,1.0,Drive Motor Bearing,0.65,0.85,55.25,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.895,71.60000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9875,98.75,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.895,49.22500000000001,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9875,79.0,High
B,B,1.0,Countershaft Bearing,0.55,0.845,46.475,Medium
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8025,64.2,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
B,B,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.8300000000000001,83.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.915,59.475,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9424999999999999,94.24999999999999,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.9824999999999999,63.8625,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.965,77.2,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.93,93.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.8025,52.1625,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9924999999999999,99.25,Critical
OR,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.57,45.599999999999994,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.78,42.900000000000006,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9624999999999999,96.24999999999999,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.935,60.775,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9575,76.6,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9,90.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.925,50.875,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9675,96.75,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.965,77.2,High
OR,OR,1.0,Countershaft Bearing,0.55,0.925,50.875,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9624999999999999,96.24999999999999,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9775,78.2,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.8,44.00000000000001,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.9924999999999999,54.5875,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.6825,68.25,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9824999999999999,63.8625,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.815,81.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9025000000000001,90.25000000000001,Critical
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.91,91.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.985,78.8,High
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.985,78.8,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.895,49.22500000000001,Medium
B,B,1.0,Countershaft Bearing,0.55,0.9924999999999999,54.5875,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.555,44.400000000000006,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,0.89,48.95,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.5700000000000001,37.050000000000004,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.985,78.8,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.915,59.475,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.89,57.85,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9450000000000001,75.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.645,41.925000000000004,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7275,58.20000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.835,66.8,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9175,50.4625,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.96,76.8,High
B,B,1.0,Drive Motor Bearing,0.65,0.815,52.974999999999994,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.945,94.5,Critical
B,B,1.0,Countershaft Bearing,0.55,0.9524999999999999,52.387499999999996,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.96,76.8,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8474999999999999,84.74999999999999,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.515,28.325000000000006,Low
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.9275,60.28750000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.92,59.80000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7849999999999999,62.8,High
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.895,89.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.74,59.199999999999996,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9724999999999999,77.8,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9924999999999999,79.4,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.84,84.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.8725,56.71250000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.88,70.4,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.845,54.925000000000004,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.955,62.075,High
OR,B,1.0,Drive Motor Bearing,0.65,0.7325,47.612500000000004,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.895,49.22500000000001,Medium
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.97,63.05,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.8725,47.987500000000004,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.94,61.1,High
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
B,B,1.0,Drive Motor Bearing,0.65,0.9775,63.5375,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.9924999999999999,64.51249999999999,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9125,73.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.9624999999999999,52.93750000000001,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6725,53.800000000000004,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.945,61.425,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.97,63.05,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8400000000000001,67.20000000000002,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
B,B,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.95,95.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.8325,45.7875,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.96,62.4,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.9624999999999999,62.5625,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.725,72.5,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.7875000000000001,78.75000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.825,82.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.565,36.724999999999994,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.6975,38.362500000000004,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.91,72.80000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.78,42.900000000000006,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.985,78.8,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.845,67.60000000000001,High
B,OR,1.0,Countershaft Bearing,0.55,0.7725,42.4875,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9375,75.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.8525,85.25,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.9724999999999999,53.4875,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.95,61.74999999999999,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.7775,77.75,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9724999999999999,53.4875,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.965,96.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.945,51.975,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.92,92.0,Critical
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.905,58.825,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9875,64.18750000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.92,50.60000000000001,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.93,60.45,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6224999999999999,49.8,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.9724999999999999,53.4875,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9425,75.4,High
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,B,1.0,Countershaft Bearing,0.55,0.7,38.5,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9624999999999999,96.24999999999999,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.96,96.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.6675,36.712500000000006,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
